STCode,DTCode,SDCode,TownVillgCode,TownVillgName
3,043,00235,034767,Sharinwala (250)
3,043,00235,034768,Toor (258)
3,043,00235,034769,Buttar (262)
3,043,00235,034770,Tara Singhwala (226)
3,043,00235,034771,Dod (225)
3,043,00235,034772,Bharoli Bhann (224)
3,043,00235,034773,Malhuwala (223)
3,043,00235,034774,Mehman (228)
3,043,00235,034775,Chak Sadhuwala (229)
3,043,00235,034776,Machhiwara (227)
3,043,00235,034777,jang (261)
3,043,00235,034778,Jhok Tahal Singh (260)
3,043,00235,034779,Tahliwala (231)
3,043,00235,034780,Theh Gujjar (230)
3,043,00235,034781,Sham Singhwala (232)
3,043,00235,034782,Mohre (259)
3,043,00235,034783,Burj Makhan Singh (234)
3,043,00235,034784,Lohra Nawab Sahib (235)
3,043,00235,034785,Chak Haraj (233)
3,043,00235,034786,Chak Tahliwala (236)
3,043,00235,034787,Satyewala (CT)
3,043,00235,800207,Firozpur (M Cl)
3,043,00235,800208,Firozpur Cantt (CB)
3,043,00235,800209,Talwandi Bhai (M Cl)
3,043,00235,800210,Mudki (NP)
3,043,00236,000000,Jalalabad 
3,043,00236,034788,Chak Jamiat Singhwala (237)
3,043,00236,034789,Kore Singhwala (238)
3,043,00236,034790,Chak Somianwala (239)
3,043,00236,034791,Chak Mabain Hardo Dhandi (240)
3,043,00236,034792,Guddar Dhandi (241)
3,043,00236,034793,Ahmad Dhandi (322)
3,043,00236,034794,Awan (321)
3,043,00236,034795,Wadi (320)
3,043,00236,034796,Maddike (319)
3,043,00236,034797,Chak Maddike (318)
3,043,00236,034798,Chak Shikargah (328)
3,043,00236,034799,Dona Rajadinanath (329)
3,043,00236,034800,Bahadar Ke (301/303)
3,043,00236,034801,Chak Sarkar Mahazi Bahadar Ke (306)
3,043,00236,034802,Dona Bahadarke (307)
3,043,00236,034803,Chak Chhanga Rai (308)
3,043,00236,034804,Chhanga Rai Hithar (309)
3,043,00236,034805,Chak Megha Rai (325)
3,043,00236,034806,Megha Rai (326)
3,043,00236,034807,Baje Ke  (300)
3,043,00236,034808,Chak Kandhe Shah (323)
3,043,00236,034809,Chak Megha Wiran (324)
3,043,00236,034810,Marhe Kalan (166)
3,043,00236,034811,Marhe Khurd (167)
3,043,00236,034812,Pindi (169)
3,043,00236,034813,Wasal Mohan Ke (170)
3,043,00236,034814,Mohan Ke Uttar (168)
3,043,00236,034815,Mandiwal (171)
3,043,00236,034816,Mohan Ke Hithar (172)
3,043,00236,034817,Nunari Khokhar (299)
3,043,00236,034818,Chhanga Rai Uttar (298)
3,043,00236,034819,Bula Rai Uttar (297)
3,043,00236,034820,Bula Rai Hithar (310)
3,043,00236,034821,Megha Panjgrain Hithar (311)
3,043,00236,034822,Dona Khungike (312/313)
3,043,00236,034823,Illahi Bakhash Bodla (315)
3,043,00236,034824,Dona Bhadru (314)
3,043,00236,034825,Gudar Panjgrain (317)
3,043,00236,034826,Dona Gudar Panjgrain (318)
3,043,00236,034827,Rana Panjgrain (320)
3,043,00236,034828,Nau baramad Sher Singhwala (327)
3,043,00236,034829,Sher Singhwala (323)
3,043,00236,034830,Isa Panjgrain (287)
3,043,00236,034831,Panj Ke Uttar (294)
3,043,00236,034832,Panjeke Hithar (316)
3,043,00236,034833,Megha Panj Grain Uttar (295)
3,043,00236,034834,Haji Betu (296)
3,043,00236,034835,Sadio Ke Mohan (173)
3,043,00236,034836,Qutabgarh (174)
3,043,00236,034837,Jiwa Arain (292)
3,043,00236,034838,Rukna Bodla (293)
3,043,00236,034839,Chak Panje Ke (288)
3,043,00236,034840,Nure Ke (285/323)
3,043,00236,034841,Sawaya Rai Uttar  ( 286)
3,043,00236,034842,Sawaya Rai Hithar (322)
3,043,00236,034843,Bilimar (324/278)
3,043,00236,034844,Khereke Hithar (325)
3,043,00236,034845,Duleke Nathuwala (331)
3,043,00236,034846,Gatti Ajaib Singhwala (330)
3,043,00236,034847,Balalke Kamalwala (337)
3,043,00236,034848,Badalke Hithar (333)
3,043,00236,034849,Thara Singhwala Hithar (255)
3,043,00236,034850,Khere Ke Uttar (384)
3,043,00236,034851,Sulla (279)
3,043,00236,034852,Rahme Shah Bodla (276)
3,043,00236,034853,Sheikh Shaman (277)
3,043,00236,034854,Tilu Arain (289)
3,043,00236,034855,Malikzada (291)
3,043,00236,034856,Thatheran Wala (182)
3,043,00236,034857,Chak Mahantanwala (181)
3,043,00236,034858,Mahantanwala (178)
3,043,00236,034859,Chak Nidana (177)
3,043,00236,034860,Nadhana (175)
3,043,00236,034861,Kutti (176)
3,043,00236,034862,Mothanwala (161)
3,043,00236,034863,Guruhar Sahai(Rural) (162)
3,043,00236,034864,Virak Khurd (165)
3,043,00236,034865,Chugha (164)
3,043,00236,034866,Baghuwala (163)
3,043,00236,034867,Sharinwala (155)
3,043,00236,034868,Kahansinghwala (156)
3,043,00236,034869,Lepo (157)
3,043,00236,034870,Fatehgarh (158)
3,043,00236,034871,Jandwala (160)
3,043,00236,034872,Tallewala (179)
3,043,00236,034873,Jhariwala (180)
3,043,00236,034874,Rattewala Urf Sohangarh (121)
3,043,00236,034875,Hadiwala (184)
3,043,00236,034876,Chak Jamalgarh (183)
3,043,00236,034877,Jamalgarh ((185)
3,043,00236,034878,Chak Burwala (187)
3,043,00236,034879,Burwala (188)
3,043,00236,034880,Moranwala (186)
3,043,00236,034881,Tarpalke (290)
3,043,00236,034882,Barhan Bahtti (275)
3,043,00236,034883,Mehmunjoya (274)
3,043,00236,034884,Sher Mohammad Mahigir (273)
3,043,00236,034885,Ghulla (280)
3,043,00236,034886,Rukna Qasam (281)
3,043,00236,034887,Barhandinwala (272)
3,043,00236,034888,Chak Rakh Amir (189)
3,043,00236,034889,Shamash Din Chishti (271)
3,043,00236,034890,Amir Khas (270)
3,043,00236,034891,Badalke Uttar (282)
3,043,00236,034892,Duleke Abad (283/332)
3,043,00236,034893,Duleke Ghairabad (269/ 334)
3,043,00236,034894,Thara Singhwala Uttar  (268)
3,043,00236,034895,Balelke Hasal (266/336)
3,043,00236,034896,Balelke Rohela (265)
3,043,00236,034897,Pir Bakhash Chohan (267)
3,043,00236,034898,Mohkam Arain (260)
3,043,00236,034899,Nathu Chishti (261)
3,043,00236,034900,Mida (264)
3,043,00236,034901,Bamewala (339)
3,043,00236,034902,Bura Sarwan (340)
3,043,00236,034903,Pireke Hithar (341)
3,043,00236,034904,Mahmud Khanke (342)
3,043,00236,034905,Bodel Pire Ke (343)
3,043,00236,034906,Pireke Uttar (262)
3,043,00236,034907,Dhandi Khurd (258)
3,043,00236,034908,Kahnewala (259)
3,043,00236,034909,Chak Sukar (254)
3,043,00236,034910,Baghe Ke Uttar (253)
3,043,00236,034911,Baghe Ke Hithar (357)
3,043,00236,034912,Alam Ke (255)
3,043,00236,034913,Santokh Singhwala (349)
3,043,00236,034914,Parbhat Singhwala Uttar (256)
3,043,00236,034915,Dhandi Qadim (257)
3,043,00236,034916,Parbhat Singhwala Hithar (347)
3,043,00236,034917,Chak Sarkar Mahazi Parbhat Singhwala (346)
3,043,00236,034918,Chak Sarkar No.1 (350)
3,043,00236,034919,Chak Sarkar No.2 (351)
3,043,00236,034920,Ram Singhwala (355)
3,043,00236,034921,Mohar Singhwala Hithar (356)
3,043,00236,034922,Mohar Singhwala Uttar (250)
3,043,00236,034923,Sohna Sandar (251)
3,043,00236,034924,Ladhuwala Hithar (249/358)
3,043,00236,034925,Chak Sohna Sandar (252)
3,043,00236,034926,Jalalabad ( R )(196) (Part)
3,043,00236,034927,Chak Paniwala (197)
3,043,00236,034928,Chak Maujdinwala (200)
3,043,00236,034929,Chak Romwala (201)
3,043,00236,034930,Chak Manewala (195)
3,043,00236,034931,Chak Arainwala (194)
3,043,00236,034932,Araianwala (193)
3,043,00236,034933,Sawahwala (192)
3,043,00236,034934,Chak Kathgarh (190)
3,043,00236,034935,Chak Sawah Wala (191)
3,043,00236,034936,Chak Saidoke (120)
3,043,00236,034937,Ghanga Kalan (123)
3,043,00236,034938,Ghanga Khurd (124)
3,043,00236,034939,Ladhuwala Uttar (125)
3,043,00236,034940,Chak Sohlewala (119)
3,043,00236,034941,Janisar (116)
3,043,00236,034942,Chak Janisar (118)
3,043,00236,034943,Chak Jandwala (212) 
3,043,00236,034944,Jandwala (211)
3,043,00236,034945,Chak Dhab Khushal Joyia (205)
3,043,00236,034946,Dhab Khushal Joya (206)
3,043,00236,034947,Arnianwala (204)
3,043,00236,034948,Chak Arniwala (203)
3,043,00236,034949,Dhab Karyal (202)
3,043,00236,034950,Chak Balochanwala (207)
3,043,00236,034951,Chak Gulam Rasulwala  (208)
3,043,00236,034952,Chak Qabarwala (209)
3,043,00236,034953,Chak Panj Kohi (210)
3,043,00236,034954,Chak Roranwala (213)
3,043,00236,034955,Ratta Khera (48)
3,043,00236,034956,Chak Khuranj (214)
3,043,00236,034957,Khuranj (215)
3,043,00236,034958,Chak Gheruwala (216)
3,043,00236,034959,Chak Rohiwala (217)
3,043,00236,034960,Roranwala Urf Tarewali (218)
3,043,00236,034961,Kathgarh (219)
3,043,00236,034962,Paliwala (220)
3,043,00236,034963,Chak Paliwala  (221)
3,043,00236,034964,Chak Sarian (222)
3,043,00236,034965,Sarian (223)
3,043,00236,034966,Chak Chhapriwala (224)
3,043,00236,034967,Lakhowali  (225)
3,043,00236,034968,Chak Kherewala (226)
3,043,00236,034969,Chak Dumal (227)
3,043,00236,034970,Bahmaniwala (199)
3,043,00236,034971,Totianwala (198)
3,043,00236,034972,Chak Sotrian (232)
3,043,00236,034973,Chak Singhewala (229)
3,043,00236,034974,Chak Lakhowali (228)
3,043,00236,034975,Chak Punnawali (230)
3,043,00236,034976,Singhewala (231)
3,043,00236,034977,Chak Khundwala (234)
3,043,00236,034978,Chak Bhabra (233)
3,043,00236,034979,Chak Lamochar (246)
3,043,00236,034980,Chak Sukhera (247)
3,043,00236,034981,Sukhera Bodal (248/360)
3,043,00236,034982,Lamochar Kalan Uttar (245)
3,043,00236,034983,Lamochar Kalan Hithar (361)
3,043,00236,034984,Fattuwala (354/325)
3,043,00236,034985,Gatti Hasal (353)
3,043,00236,034986,Chak Bazida (367)
3,043,00236,034987,Chak Gariban Sandar (363)
3,043,00236,034988,Lamochar Khurd (243)
3,043,00236,034989,Chak Tahliwala (366)
3,043,00236,034990,Chak Khewa (368)
3,043,00236,034991,Ghubhaya (242)
3,043,00236,034992,Maujewala (244)
3,043,00236,034993,Chak Mohamdewala (241)
3,043,00236,034994,Chak Mochanwala (240)
3,043,00236,034995,Bhamba Wattu Uttar (239)
3,043,00236,034996,Bhamba Wattu Hithar (371)
3,043,00236,034997,Jala Lakheke Hithar (369/370)
3,043,00236,034998,Lakheke Musahib Uttar (238)
3,043,00236,034999,Chak Bhamba Wattu (235)
3,043,00236,035000,Chak Hamid Saidoke (236)
3,043,00236,035001,Hamid Saide Ke (237)
3,043,00236,035002,Extended Area Block No.22 (OG) 
3,043,00236,800211,Guru Har Sahai  (M Cl)
3,043,00236,800212,Jalalabad (M Cl + OG)
3,043,00236,800212,Jalalabad (M Cl)
3,043,00237,000000,Fazilka
3,043,00237,035003,Jamal Ke (310)
3,043,00237,035004,Lakhe Ke Hithar (311)
3,043,00237,035005,Lakhewali Asli (312)
3,043,00237,035006,Behak Hasta Hithar (318)
3,043,00237,035007,Ghurka (314)
3,043,00237,035008,Behak Hasta Uttar (307)
3,043,00237,035009,Lakhe Ke Uttar (309)
3,043,00237,035010,Laduka (308)
3,043,00237,035011,Taro Bari (221)
3,043,00237,035012,Kirianwala (220)
3,043,00237,035013,Ahal Bodla (222)
3,043,00237,035014,Hauj Alias Gander (219)
3,043,00237,035015,Haujkhas (218)
3,043,00237,035016,Sahiwala (212)
3,043,00237,035017,Halimwala (211)
3,043,00237,035018,Roranwala (210)
3,043,00237,035019,Naukerian (209)
3,043,00237,035020,Jandwala Bhimeshah (203)
3,043,00237,035021,Pakan (202)
3,043,00237,035022,Bananwala (200)
3,043,00237,035023,Mulianwali  (198)
3,043,00237,035024,Arniwala Sheikh Subhan (199)
3,043,00237,035025,Mahuana  (205)
3,043,00237,035026,Jhotianwali (204)
3,043,00237,035027,Aliana  (208)
3,043,00237,035028,Ghatianwali Bodla  (207)
3,043,00237,035029,Ghatianwali Jattan (206)
3,043,00237,035030,Chak Kheowali (214)
3,043,00237,035031,Chak Pakhi (213)
3,043,00237,035032,Jore Jand Urf Chimnewala (217)
3,043,00237,035033,Jorki Andhewali (215)
3,043,00237,035034,Ojhanwali (216)
3,043,00237,035035,Deepulana (223)
3,043,00237,035036,Shaman Khanka (225)
3,043,00237,035037,Theh Kalandar (224)
3,043,00237,035038,Behak Khas (306)
3,043,00237,035039,Saido Ke Uttar Urf Chandmari (302)
3,043,00237,035040,Saido Ke Hithar (303)
3,043,00237,035041,Naulan (304)
3,043,00237,035042,Gulam Rasul (305)
3,043,00237,035043,Walle Shah Uttar  (317)
3,043,00237,035044,Walle Shah Hithar (316)
3,043,00237,035045,Hasta Kalan (298)
3,043,00237,035046,Mahatam Nagar (319) 
3,043,00237,035047,Chak Rohela (321)
3,043,00237,035048,Rohela Teje Ka (322)
3,043,00237,035049,Muhar Khiwa (325)
3,043,00237,035050,Muhar Jamsher (326)
3,043,00237,035051,Muhar Sona Urf Nakike  (277)
3,043,00237,035052,Muazzam (278)
3,043,00237,035053,Dona Sakandri (320)
3,043,00237,035054,Kawanwali (297)
3,043,00237,035055,Ganjuana (296)
3,043,00237,035056,Gagan Ke (295)
3,043,00237,035057,Rana  (299)
3,043,00237,035058,Ramnagar Urf Jatwali (300) 
3,043,00237,035059,Lashkardin Urf Ghaniani (301)
3,043,00237,035060,Lalanwali (233)
3,043,00237,035061,Jorki Kankarwali (232) 
3,043,00237,035062,Chak Banwala (226)
3,043,00237,035063,Chak Dabwala (227)
3,043,00237,035064,Chahlanwali (228)
3,043,00237,035065,Tahliwala Bodla (229)
3,043,00237,035066,Islamwala (181)
3,043,00237,035067,Tahliwala Jattan (182)
3,043,00237,035068,Dhabwala Kalan (183)
3,043,00237,035069,Dhippanwali (184)
3,043,00237,035070,Ghurianan (177)
3,043,00237,035071,Muradwala Dalsingh (146)
3,043,00237,035072,Burj Hanumangarh (178)
3,043,00237,035073,Koharianwali (145)
3,043,00237,035074,Jhumianwali (136)
3,043,00237,035075,Mamu Khera (144)
3,043,00237,035076,Kandhwala Hazar Khan  (179)
3,043,00237,035077,Kamalwala (180)
3,043,00237,035078,Katehra (143)
3,043,00237,035079,Bodiwala Pitha (142)
3,043,00237,035080,Khui Khera (241)
3,043,00237,035081,Sajrana  (239)
3,043,00237,035082,Singhpura (238)
3,043,00237,035083,Kikarwala Rupa (237)
3,043,00237,035084,Patti Puran  (230)
3,043,00237,035085,Abhun (231)
3,043,00237,035086,Choharianwali (236)
3,043,00237,035087,Panchanwali (234)
3,043,00237,035088,Badha  (291)
3,043,00237,035089,Killi (292)
3,043,00237,035090,Miani Basti (293)
3,043,00237,035091,Salem Shah (294)
3,043,00237,035092,Sultanpura (290)
3,043,00237,035093,Awa Urf Waryampura (289)
3,043,00237,035094,Kotha Alias Lukmanpura (284)
3,043,00237,035095,Alam Shah (288) 
3,043,00237,035096,Muhammad Islam (286)
3,043,00237,035097,Muhammad Amira (279)
3,043,00237,035098,Gulshah  (287)
3,043,00237,035099,Muhammad Pira (285)
3,043,00237,035100,Muhammad Usman (280)
3,043,00237,035101,Bakhu Shah (282)
3,043,00237,035102,Khokhar (276)
3,043,00237,035103,Jiwanpura (275)
3,043,00237,035104,Kandar Ke (268)
3,043,00237,035105,Nur Muhammad (269)
3,043,00237,035106,Jhangar (266)
3,043,00237,035107,Qutabdin Urf Beriwala (270)
3,043,00237,035108,Qadar Baksh (273)
3,043,00237,035109,Mambeke (274)
3,043,00237,035110,Kabul Shah Hithar (283)
3,043,00237,035111,Asafwala (272)
3,043,00237,035112,Gharumi (271)
3,043,00237,035113,Pacca Chishti (264)
3,043,00237,035114,Ganj Bakhshani (265)
3,043,00237,035115,Choohriwala Chishti (263)
3,043,00237,035116,Muthianwali (262)
3,043,00237,035117,Karni Khera (248)
3,043,00237,035118,Sureshwala (247) 
3,043,00237,035119,Rampura (245)
3,043,00237,035120,Banwala Hanwanta (244)
3,043,00237,035121,Beganwali (240)
3,043,00237,035122,Hiranwali (242)
3,043,00237,035123,Jandwala Kharta  (243)
3,043,00237,035124,Sabuana  (250)
3,043,00237,035125,Odian (249)
3,043,00237,035126,Karian  (261)
3,043,00237,035127,Khanwala  (260)
3,043,00237,035128,Siwana  (259)
3,043,00237,035129,Bandiwala (258)
3,043,00237,035130,Tilanwali (257)
3,043,00237,035131,Shehtirwala (256)
3,043,00237,035132,Muradwala Bhumgar (255)
3,043,00237,035133,Bareka  (254)
3,043,00237,035134,Kheowali Mustal Bare Ke  (253)
3,043,00237,035135,Lakhewali Mustal Qabul Shah (252)
3,043,00237,035136,Kabulshah Khuban (251)
3,043,00237,035137,Ramkot (141)
3,043,00237,035138,Azamwala (140)
3,043,00237,035139,Khippanwali  (139)
3,043,00237,035140,Ghallu  (138)
3,043,00237,035141,Bazidpur Katianwali (137)
3,043,00237,035142,Dangar Khera (131)
3,043,00237,035143,Nihal Khera (130)
3,043,00237,035144,Chuhriwala Dhana (129)
3,043,00237,035145,Patrewala (128)
3,043,00237,035146,Jandwala Mira Sangla (127)
3,043,00237,035147,Rupnagar (126)
3,043,00237,035148,Bakainwala  (125)
3,043,00237,035149,Koil Khera  (105)
3,043,00237,035150,Korianwali (CT)
3,043,00237,800213,Fazilka (M Cl)
3,043,00238,000000,Abohar 
3,043,00238,035151,Diwan Khera(104)
3,043,00238,035152,Panjawa (103)
3,043,00238,035153,Gidranwali (94)
3,043,00238,035154,Maujgarh (95)
3,043,00238,035155,Tutwala (102)
3,043,00238,035156,Jandwala Hanwanta  (96)
3,043,00238,035157,Kaler Khera (100)
3,043,00238,035158,Usman Khera (101)
3,043,00238,035159,Gumjal (99)
3,043,00238,035160,Paniwala Mahla (98)
3,043,00238,035161,Bhanger Khera (97)
3,043,00238,035162,Shergarh 88)
3,043,00238,035163,Dhinganwali (89)
3,043,00238,035164,Dalmir Khera (90)
3,043,00238,035165,Daulatpura (93)
3,043,00238,035166,Khuian Sarwar (107)
3,043,00238,035167,Haripura (106)
3,043,00238,035168,Danewala Satkosi  (124)
3,043,00238,035169,Panjkosi  (123)
3,043,00238,035170,Killianwali  (122)
3,043,00238,035171,Saiyadwala (108)
3,043,00238,035172,Sappanwali  (92)
3,043,00238,035173,Patti Billa (91)
3,043,00238,035174,Waryam Khera (87)
3,043,00238,035175,Patti Amra Urf Patti Sadiq (86)
3,043,00238,035176,Jhurar Khera (85)
3,043,00238,035177,Rukanpura Urf Khui Khera (84)
3,043,00238,035178,Dharampura (82)
3,043,00238,035179,Alamgarh (109)
3,043,00238,035180,Abohar (Rural) (121)
3,043,00238,035181,Roherianwali (132)
3,043,00238,035182,Buraj Muhar (120)
3,043,00238,035183,Kikar Khera (81)
3,043,00238,035184,Kandhwala Amarkot (83)
3,043,00238,035185,Amarpura (79)
3,043,00238,035186,Khatwan  (78)
3,043,00238,035187,Sherewala (77)
3,043,00238,035188,Rajpura (75)
3,043,00238,035189,Wahabwala (76)
3,043,00238,035190,Ramsara (80)
3,043,00238,035191,Kala Tibba  (111)
3,043,00238,035192,Azimgarh (110) 
3,043,00238,035193,Basian (113)
3,043,00238,035194,Gobindgarh (119)
3,043,00238,035195,Patti Taja (133)
3,043,00238,035196,Dharangwala  (135)
3,043,00238,035197,Kundal  (134)
3,043,00238,035198,Bhangala (149)
3,043,00238,035199,Ramgarh (150)
3,043,00238,035200,Gaddan Doab (151)
3,043,00238,035201,Chanan Khera (118)
3,043,00238,035202,Baluana (115)
3,043,00238,035203,Kera Khera (114)
3,043,00238,035204,Malukpura (60)
3,043,00238,035205,Jodhpura (59)
3,043,00238,035206,Bahadar Khera (61)
3,043,00238,035207,Dhaban Kokarian (63)
3,043,00238,035208,Raipura (112)
3,043,00238,035209,Rajanwali (64)
3,043,00238,035210,Dotarianwali (65)
3,043,00238,035211,Sardarpura (62)
3,043,00238,035212,Mehrajpur (42)
3,043,00238,035213,Sito Gunno (41)
3,043,00238,035214,Sukchain (66)
3,043,00238,035215,Khairpur (68)
3,043,00238,035216,Bhagsar (67)
3,043,00238,035217,Bhagu (73)
3,043,00238,035218,Dodewala (74)
3,043,00238,035219,Kularan (72)
3,043,00238,035220,Rampura (71)
3,043,00238,035221,Narainpura (70) 
3,043,00238,035222,Bishanpura (69)
3,043,00238,035223,Himatpura(40)
3,043,00238,035224,Khubban (38)
3,043,00238,035225,Modi Khera (39)
3,043,00238,035226,Bazidpura  (21)
3,043,00238,800214,Abohar (M Cl)
3,044,00000,000000,Muktsar
3,044,00239,000000,Malout
3,044,00239,035227,Kandu Khera (20)
3,044,00239,035228,Bhittiwala (24)
3,044,00239,035229,Tarmala (22)
3,044,00239,035230,Roranwali (23)
3,044,00239,035231,Fatuhi Khera (36)
3,044,00239,035232,Kutianwali (37)
3,044,00239,035233,Khema Khera (43)
3,044,00239,035234,Phulu Khera (44)
3,044,00239,035235,Arniwala Waziran (45)
3,044,00239,035236,kanganpura (49)
3,044,00239,035237,Mehmud Khera (50)
3,044,00239,035238,Farid Khera (51)
3,044,00239,035239,Mahni Khera (52)
3,044,00239,035240,Shamkot (53)
3,044,00239,035241,Kolianwali (54)
3,044,00239,035242,Burj Sidhwan (55)
3,044,00239,035243,Dabwali Dhab (56)
3,044,00239,035244,Gurusar Jodha (58)
3,044,00239,035245,Pakki Tibbi (116)
3,044,00239,035246,Katianwali (117)
3,044,00239,035247,Kabarwala (57)
3,044,00239,035248,Karamgarh (155)
3,044,00239,035249,Bhagwanpura (154)
3,044,00239,035250,Sarawan Bodla(153)
3,044,00239,035251,Aspal (152)
3,044,00239,035252,Alamwala (172)
3,044,00239,035253,Ratta Khera (173)
3,044,00239,035254,Bodiwala Kharak Singh (174)
3,044,00239,035255,Raniwala (175)
3,044,00239,035256,Patti  Karam (148)
3,044,00239,035257,Ratta Tibba (147)
3,044,00239,035258,Mohlan (176)
3,044,00239,035259,Midda (186)
3,044,00239,035260,Paniwala Fatta (185)
3,044,00239,035261,Urang (197)
3,044,00239,035262,Bham (201)
3,044,00239,035263,Khunan Kalan (195)
3,044,00239,035264,Lakkarwala (194)
3,044,00239,035265,Tarkhanwala (196)
3,044,00239,035266,Shergarh Gian Singh (187)
3,044,00239,035267,Bhalerian (188)
3,044,00239,035268,Khane Ki Dhab (189)
3,044,00239,035269,Sanoke (193)
3,044,00239,035270,Ramnagar Khazan Singh (192)
3,044,00239,035271,Jhorar (190)
3,044,00239,035272,Aulakh (191)
3,044,00239,035273,Enakhera (170)
3,044,00239,035274,Virk Khera (171)
3,044,00239,035275,Malout (Rural) (156)
3,044,00239,035276,Katorewala (169)
3,044,00239,035277,Malwala (168)
3,044,00239,035278,Jandwala Charat Singh (167)
3,044,00239,035279,Sheikhu (166)
3,044,00239,035280,Danewala (165)
3,044,00239,035281,Ghumar Khera (164)
3,044,00239,035282,Kingra (163)
3,044,00239,035283,Rathrian (158)0
3,044,00239,035284,Chhapianwali (157)
3,044,00239,035285,Dabwali Pahurianwali (48)
3,044,00239,035286,Abul Khurana (159)
3,044,00239,035287,Mahuana (32)
3,044,00239,035288,Tapa Khera (33)
3,044,00239,035289,Deon Khera (47)
3,044,00239,035290,Fatehpur Manianwala (46)
3,044,00239,035291,Sehna Khera (35)
3,044,00239,035292,Adhania (34)
3,044,00239,035293,Khudian Gulab Singh (28)
3,044,00239,035294,Khudian Mohan Singh (29)
3,044,00239,035295,Sikhwala (27)
3,044,00239,035296,Punjawa (26)
3,044,00239,035297,Kakhanwali (25)
3,044,00239,035298,Hakuwala (18)
3,044,00239,035299,Bhullarwala (19)
3,044,00239,035300,Fatta Khera (16)
3,044,00239,035301,Middu Khera (17)
3,044,00239,035302,Banwala Anu (13)
3,044,00239,035303,Ghumarwala (14)
3,044,00239,035304,Waring Khera (15)
3,044,00239,035305,Lohara (9)
3,044,00239,035306,Killianwali (8)
3,044,00239,035307,Fatuhiwala (6)
3,044,00239,035308,Singhewala (7)
3,044,00239,035309,Mehna (10)
3,044,00239,035310,Mithri Budhgir (5)
3,044,00239,035311,Gaggar (4)
3,044,00239,035312,Badal (3)
3,044,00239,035313,Bhagu (11)
3,044,00239,035314,Kheowali (12)
3,044,00239,035315,Lambi (30)
3,044,00239,035316,Maan (2)
3,044,00239,035317,Channu (31)
3,044,00239,800215,Malout (M Cl)
3,044,00240,000000,Gidderbaha
3,044,00240,035318,Bidowali (1)
3,044,00240,035319,Lal Bai (161)
3,044,00240,035320,Dhaula (160)
3,044,00240,035321,Tharajwala (162)
3,044,00240,035322,Fakarsar (18)
3,044,00240,035323,Peori (6)
3,044,00240,035324,Doula (8)
3,044,00240,035325,Bharu (9)
3,044,00240,035326,Husnar (17)
3,044,00240,035327,Theri (19)
3,044,00240,035328,Babania (20)
3,044,00240,035329,Ghagga (21)
3,044,00240,035330,Kuraiwala (23)
3,044,00240,035331,Baddian (24)
3,044,00240,035332,Gurusar (22)
3,044,00240,035333,Madhir (15)
3,044,00240,035334,Buttar ( Bakhuha) (16)
3,044,00240,035335,Kot Bhai (10)
3,044,00240,035336,Chotian (11)
3,044,00240,035337,Sahib Chand (12)
3,044,00240,035338,Bhalaiana (79)
3,044,00240,035339,Kotliablu (80)
3,044,00240,035340,Mallan (81)
3,044,00240,035341,Kishanpura (86)
3,044,00240,035342,Surewala (87)
3,044,00240,035343,Assa Buttar (84)
3,044,00240,035344,Bhuttiwala (72)
3,044,00240,035345,Khirkianwala (73)
3,044,00240,035346,Kauni (83)
3,044,00240,035347,Gurri Sangar (85)
3,044,00240,035348,Dhulkot (82)
3,044,00240,035349,Lohara (77)
3,044,00240,035350,Buttar Sarien (78)
3,044,00240,035351,Chhatiana (13)
3,044,00240,035352,Rokhala (14)
3,044,00240,035353,Seikh (29)
3,044,00240,035354,Samagh (28)
3,044,00240,035355,Manianwala (30)
3,044,00240,035356,Sukha Ablu (76)
3,044,00240,035357,Giljewala (31)
3,044,00240,035358,Doda (75)
3,044,00240,035359,Duhewala (34)
3,044,00240,035360,Chak Giljewala (32)
3,044,00240,035361,Khunan Khurd (33)
3,044,00240,035362,Landewala (27)
3,044,00240,035363,Karniwala (25)
3,044,00240,035364,Bhundar (26)
3,044,00240,800216,Gidderbaha (M Cl)
3,044,00241,000000,Muktsar
3,044,00241,035365,Sotha (35)
3,044,00241,035366,Dhigana (60)
3,044,00241,035367,Chak Duhewala (36)
3,044,00241,035368,Mehrajwala (37)
3,044,00241,035369,Phulewala (38)
3,044,00241,035370,Tamkot (39)
3,044,00241,035371,Chak Tamkot (40)
3,044,00241,035372,Lakhmireana (41)
3,044,00241,035373,Khunde Halal (42)
3,044,00241,035374,Dabra (59)
3,044,00241,035375,Bhangchari (58)
3,044,00241,035376,Mahan Bhaddar (57)
3,044,00241,035377,Chak Mahan Bhaddar (56)
3,044,00241,035378,Bhagsar (51)
3,044,00241,035379,Chibranwali (44)
3,044,00241,035380,Chak Chibranwali (43)
3,044,00241,035381,Gander (45)
3,044,00241,035382,Nandgarh (46)
3,044,00241,035383,Samewali (47)
3,044,00241,035384,Lakhewali (49)
3,044,00241,035385,Madrasa (50)
3,044,00241,035386,Chak Madrasa (117)
3,044,00241,035387,Ramgarh (115)
3,044,00241,035388,Akalgarh (114)
3,044,00241,035389,Chak Badhai (113)
3,044,00241,035390,Badhai (112)
3,044,00241,035391,Maur (53)
3,044,00241,035392,Ballamgarh (52)
3,044,00241,035393,Rohurianwali (55)
3,044,00241,035394,Goniana (62)
3,044,00241,035395,Rupana (61)
3,044,00241,035396,Bhullar (74)
