STCode,DTCode,SDCode,TownVillgCode,TownVillgName
3,000,00000,000000,PUNJAB
3,035,00000,000000,Gurdaspur
3,035,00200,000000,Dhar Kalan
3,035,00200,027374,Darbahn (406)
3,035,00200,027375,Darkua Bangla (405)
3,035,00200,027376,Sarti(404)
3,035,00200,027377,Dukhan Iyali (407) 
3,035,00200,027378,Ghar (408)
3,035,00200,027379,Barsudhal (409)
3,035,00200,027380,Dunera (418)
3,035,00200,027381,Bhamlada (410) 
3,035,00200,027382,Nalloh (411)
3,035,00200,027383,Phangota (403)
3,035,00200,027384,Dhar Khurd (412)
3,035,00200,027385,Faugli Mawa (413)
3,035,00200,027386,Lanjera (417)
3,035,00200,027387,Lohrun (Lehroon) (419) 
3,035,00200,027388,Bakhatpur (420)
3,035,00200,027389,Rohg (416)
3,035,00200,027390,Bhanguri (415)
3,035,00200,027391,Jalahar (414)
3,035,00200,027392,Dhar Kalan (400)
3,035,00200,027393,Hardo Saran (401)
3,035,00200,027394,Chamrour (402)
3,035,00200,027395,Thara Uparla (399/2)
3,035,00200,027396,Thara Jhikla (399/1)
3,035,00200,027397,Narianpur (395)
3,035,00200,027398,Hara (394)
3,035,00200,027399,Tarhari (396)
3,035,00200,027400,Tureti (397)
3,035,00200,027401,Kot (CT)
3,035,00201,000000,Pathankot       
3,035,00201,027402,Rajpura(366)
3,035,00201,027403,Barkola (365)
3,035,00201,027404,Harur (364)
3,035,00201,027405,Kamwal (363)
3,035,00201,027406,Khala (362)
3,035,00201,027407,Sadhauri (361)
3,035,00201,027408,Madhopur  (358)
3,035,00201,027409,Madhopur Chhauni (359)
3,035,00201,027410,Gurah Khurd (360)
3,035,00201,027411,Ranipur (356)
3,035,00201,027412,Mutfaroa (355)
3,035,00201,027413,Jhanjeli (354)
3,035,00201,027414,Dadwan (370)
3,035,00201,027415,Baroi (369)
3,035,00201,027416,Jindrai (368)
3,035,00201,027417,Jungath (371)
3,035,00201,027418,Nagrota (372)
3,035,00201,027419,Kother (375)
3,035,00201,027420,Karoli (374)
3,035,00201,027421,Gagroli  (373)
3,035,00201,027422,Turehti (393)
3,035,00201,027423,Haryal   (392)
3,035,00201,027424,Baghar (391)
3,035,00201,027425,Jandwal (383)
3,035,00201,027426,Tahra (382)
3,035,00201,027427,Chatwal (381)
3,035,00201,027428,Barsun (380)
3,035,00201,027429,Sangher (379)
3,035,00201,027430,Jharoli (387)
3,035,00201,027431,Halahar (386)
3,035,00201,027432,Kalarwan (384)
3,035,00201,027433,Jakral (385)
3,035,00201,027434,Athotarwan  (389)
3,035,00201,027435,Bhortarwan (388)
3,035,00201,027436,Phadial (377)
3,035,00201,027437,Siyonti (376)
3,035,00201,027438,Lamin (342) (Part)
3,035,00201,027439,Kairi (350)
3,035,00201,027440,Phangoli (351)
3,035,00201,027441,Chak Madho Singh (344)
3,035,00201,027442,Kingarian (337)
3,035,00201,027443,Gosainpur (345)
3,035,00201,027444,Kahanpur (349)
3,035,00201,027445,Paddian Lahri (346)
3,035,00201,027446,Chhotepur (347)
3,035,00201,027447,Gandran Lahri (348)
3,035,00201,027448,Nihalpur (353)
3,035,00201,027449,Bhanwal (227)
3,035,00201,027450,Bheri Bazurg (217)
3,035,00201,027451,Mirzapur (219)
3,035,00201,027452,Chhan (221)
3,035,00201,027453,Attapur (222)
3,035,00201,027454,Hajipur (220)
3,035,00201,027455,Ferozepur Kalan (224)
3,035,00201,027456,Bhol Chak (223)
3,035,00201,027457,Khadawar (225)
3,035,00201,027458,Azizpur Kalan (226)
3,035,00201,027459,Bhajurah (234)
3,035,00201,027460,Islampur (237)
3,035,00201,027461,Jhakhian Lahri (236)
3,035,00201,027462,Bahadar Lahri (239)
3,035,00201,027463,Bharoli Khurd (242)
3,035,00201,027464,Bharoli Kalan (243)
3,035,00201,027465,Dadwal (238)
3,035,00201,027466,Asa Bano (205)
3,035,00201,027467,Itti (233)
3,035,00201,027468,Sujanpur ( Rural ) (229)
3,035,00201,027469,Phool Piara (212)
3,035,00201,027470,Phaloura (213)
3,035,00201,027471,Shahar (218)
3,035,00201,027472,Bhadrali (216)
3,035,00201,027473,Basroop (215)
3,035,00201,027474,Jhandpur (210)
3,035,00201,027475,Lahri Samanchan (214)
3,035,00201,027476,Sherpur (208)
3,035,00201,027477,Kalesar (211)
3,035,00201,027478,Panjor (206)
3,035,00201,027479,Aima Mughlan (207)
3,035,00201,027480,Gatora (204)
3,035,00201,027481,Muradpur (203)
3,035,00201,027482,Bahlolpur (241)
3,035,00201,027483,Jamalpur (245)
3,035,00201,027484,Deriwala (246)
3,035,00201,027485,Lado Chak (329)
3,035,00201,027486,Sailli (332)
3,035,00201,027487,Aima Chahngan (324)
3,035,00201,027488,Darsopur (325)
3,035,00201,027489,Tajpur (328)
3,035,00201,027490,Beli Akalian (326)
3,035,00201,027491,Maira Mahantan (327)
3,035,00201,027492,Naushenra Nalbandan (319)
3,035,00201,027493,Lahri (318)
3,035,00201,027494,Simbli Gujjran (313)
3,035,00201,027495,Talwara Jattan (312)
3,035,00201,027496,Beli Chahngan (309)
3,035,00201,027497,Nangal Bhor (310)
3,035,00201,027498,Bhor (308)
3,035,00201,027499,Chak Bhatian (307)
3,035,00201,027500,Phulra (306)
3,035,00201,027501,Chak Manhasan (303)
3,035,00201,027502,Ghebe (305)
3,035,00201,027503,Jindri (304)
3,035,00201,027504,Ghiala (300)
3,035,00201,027505,Chak Narainian (302)
3,035,00201,027506,Chak Bharain (301)
3,035,00201,027507,Anehar (293)
3,035,00201,027508,Andoi (292)
3,035,00201,027509,Lahri Brahmanan (294)
3,035,00201,027510,Barwan (299)
3,035,00201,027511,Talwara Gujjran (311)
3,035,00201,027512,Kaunterpur (298)
3,035,00201,027513,Napwal (297)
3,035,00201,027514,Chak Chimna (296)
3,035,00201,027515,Gurah Kalan (291)
3,035,00201,027516,Mirthal (288)
3,035,00201,027517,Abadgarh (287)
3,035,00201,027518,Bela Mastgarh (421)
3,035,00201,027519,Khokhar (286)
3,035,00201,027520,Dhaki Nimmon (285)
3,035,00201,027521,Nalunga (289)
3,035,00201,027522,Ghandran (290)
3,035,00201,027523,Dhaki Shada (295)
3,035,00201,027524,Gharota Khurd (284)
3,035,00201,027525,Gharota Kalan (278)
3,035,00201,027526,Garhmal (279)
3,035,00201,027527,Nala (280)
3,035,00201,027528,Pawar (283)
3,035,00201,027529,Naurangpur (282)
3,035,00201,027530,Chhawla (281)
3,035,00201,027531,Azizpur Khurd (314)
3,035,00201,027532,Jhaluia (316)
3,035,00201,027533,Najo Chak (317)
3,035,00201,027534,Farida Nagar (258)
3,035,00201,027535,Mirzapur (320)
3,035,00201,027536,Bias Lahri (321)
3,035,00201,027537,Panjupur (323)
3,035,00201,027538,Fatehgarh (322)
3,035,00201,027539,Chhani Maqimpur(257)
3,035,00201,027540,Gulpur (248)
3,035,00201,027541,Nahar Ke Bir (247)
3,035,00201,027542,Chak Paswala(250)
3,035,00201,027543,Aima Gujjran (251)
3,035,00201,027544,Jaswan Lahri (253)
3,035,00201,027545,Raj Parura (252)
3,035,00201,027546,Khoba (200)
3,035,00201,027547,Barath (199)
3,035,00201,027548,Lehri Bawian (198) 
3,035,00201,027549,Jakhbar  (202)
3,035,00201,027550,Sundar Chak (197)
3,035,00201,027551,Bani Lodhi (209)
3,035,00201,027552,Chakral (89)
3,035,00201,027553,Lahri Mahantan (90)
3,035,00201,027554,Chak Sundar (91)
3,035,00201,027555,Bhagwansar (196)
3,035,00201,027556,Chak Bhagwansar (92)
3,035,00201,027557,Chak Bhoia (94)
3,035,00201,027558,Bhoa (195)
3,035,00201,027559,Targarh (193)
3,035,00201,027560,Gobindsar (192)
3,035,00201,027561,Kotli Mughlan (254)
3,035,00201,027562,Pathan Chak (189)
3,035,00201,027563,Balsua (190)
3,035,00201,027564,Phangarian (191)
3,035,00201,027565,Sokalgarh (255)
3,035,00201,027566,Samrala (249)
3,035,00201,027567,Simbli (256)
3,035,00201,027568,Kataru Chak (259)
3,035,00201,027569,Papial (315)
3,035,00201,027570,Jakrawar (261)
3,035,00201,027571,Chashma (260)
3,035,00201,027572,Bassi  Afghana (262)
3,035,00201,027573,Gujrat (264)
3,035,00201,027574,Bagial (265)
3,035,00201,027575,Mamial (266)
3,035,00201,027576,Bhimpur (267)
3,035,00201,027577,Khani Khui (268)
3,035,00201,027578,Wadala (269)
3,035,00201,027579,Bahladpur (263)
3,035,00201,027580,Haibo (271)
3,035,00201,027581,Milwan (270)
3,035,00201,027582,Chuhan (277)
3,035,00201,027583,Jangal (276)
3,035,00201,027584,Bhawani (274)
3,035,00201,027585,Kunda (273)
3,035,00201,027586,Ferozepur Khurd (272) 
3,035,00201,027587,Saidowal     (165)
3,035,00201,027588,Shahidpur (166)
3,035,00201,027589,Namala (164)
3,035,00201,027590,Chhani  Tola (275)
3,035,00201,027591,Mari (162)
3,035,00201,027592,Dalla Balim (161)
3,035,00201,027593,Parmanand  (163)
3,035,00201,027594,Lahri  Sarmon (168)
3,035,00201,027595,Najowal (170)
3,035,00201,027596,Kanwan (167)
3,035,00201,027597,Ladpalwan (178)
3,035,00201,027598,Dibku (179)
3,035,00201,027599,Jhako Lahri (181)
3,035,00201,027600,Dhalorian (180)
3,035,00201,027601,Dhobra (182)
3,035,00201,027602,Jagatpur (177)
3,035,00201,027603,Gurdaspur Bhaian (176)
3,035,00201,027604,Lahri (183)
3,035,00201,027605,Bharial (184)
3,035,00201,027606,Gotran Lahri (188)
3,035,00201,027607,Naushehra (187)
3,035,00201,027608,Sultanpur (194)
3,035,00201,027609,Sohaura Khurd (96)
3,035,00201,027610,Nangal  (95) 
3,035,00201,027611,Sharif Chak (93) 
3,035,00201,027612,Kiri Khurd  (88)
3,035,00201,027613,Maira Kalan (87)
3,035,00201,027614,Jhumber Tarf  Narot (86)
3,035,00201,027615,Chak Hari Rai (85)
3,035,00201,027616,Gugran (84)
3,035,00201,027617,Malharwan (81)
3,035,00201,027618,Naroli (82)
3,035,00201,027619,Kharkhara Thuthowala (83)
3,035,00201,027620,Taloor (22)
3,035,00201,027621,Man Singhpur (23)
3,035,00201,027622,Kharkhara Tarf Narot (80)
3,035,00201,027623,Siyonti Tarf Narot (78)
3,035,00201,027624,Jaswan (77)
3,035,00201,027625,Mangial (76)
3,035,00201,027626,Malpur (75)
3,035,00201,027627,Katani (74)
3,035,00201,027628,Sohaura Kalan (97)
3,035,00201,027629,Khush Nagar (98)
3,035,00201,027630,Chhani (186)
3,035,00201,027631,Akhrota (185)
3,035,00201,027632,Man Mangal (100)
3,035,00201,027633,Sharaf Chak (101)
3,035,00201,027634,Baironpur  (102)
3,035,00201,027635,Nangal Farida  (103)
3,035,00201,027636,Salowal (157)
3,035,00201,027637,Malkana (174)
3,035,00201,027638,Hayati Chak  (173)
3,035,00201,027639,Sherpur Giddarpur (175)
3,035,00201,027640,Danour (172)
3,035,00201,027641,Lahri Gujran (171)
3,035,00201,027642,Thakarpur (169)
3,035,00201,027643,Tango Shah (158)
3,035,00201,027644,Alikhan (159)
3,035,00201,027645,Paharo Chak (160)
3,035,00201,027646,Dholowal (154)
3,035,00201,027647,Bahdo Chak (153)
3,035,00201,027648,Madarpur (152)
3,035,00201,027649,Khiyala (151)
3,035,00201,027650,Saidipur (155)
3,035,00201,027651,Rahimpur (156)
3,035,00201,027652,Pakho Chak (148)
3,035,00201,027653,Mahi-Ul-Dinpur (150)
3,035,00201,027654,Jani  Chak (149)
3,035,00201,027655,Begowal (147)
3,035,00201,027656,Taragarh (146)
3,035,00201,027657,Bhatoia (106)
3,035,00201,027658,Rattangarh (105)
3,035,00201,027659,Darsopur (107) 
3,035,00201,027660,Jhela Amda Gurdaspur (104) 
3,035,00201,027661,Jhela Amda Shakargarh (99) 
3,035,00201,027662,Chak Sahu (64)
3,035,00201,027663,Sahu Chak  (109)
3,035,00201,027664,Gidri (110)
3,035,00201,027665,Chhaurian (63)
3,035,00201,027666,Datyal (62)
3,035,00201,027667,Raipur (65)
3,035,00201,027668,Gol (61)
3,035,00201,027669,Barkat (66)
3,035,00201,027670,Kathlaur (73)
3,035,00201,027671,Polla (69)
3,035,00201,027672,Bahadurpur (72)
3,035,00201,027673,Udipur Aima (71)
3,035,00201,027674,Dalpat Tarf Narot (79)
3,035,00201,027675,Chak Man Singhpur  (27)
3,035,00201,027676,Bhagwanpur (24)
3,035,00201,027677,Fatehpur (21)
3,035,00201,027678,Alyal (25)
3,035,00201,027679,Antor (26)
3,035,00201,027680,Aima Saidan (19)
3,035,00201,027681,Mastpur (20) 
3,035,00201,027682,Janial (17) 
3,035,00201,027683,Chak Amir (18) 
3,035,00201,027684,Samrala (15) 
3,035,00201,027685,Bhakhri (16) 
3,035,00201,027686,Sarota (34) 
3,035,00201,027687,Kot  Bhattian (14)
3,035,00201,027688,Balotar (11)
3,035,00201,027689,Dulo Bhalial (12)
3,035,00201,027690,Gohla (13)
3,035,00201,027691,Palah (1)
3,035,00201,027692,Dhalatar (2)
3,035,00201,027693,Bhupalpur (3)
3,035,00201,027694,Kotli  Jawahar (4)
3,035,00201,027695,Dhinda (6)
3,035,00201,027696,Sakol (7)
3,035,00201,027697,Khojki  Chak (5)
3,035,00201,027698,Simbal (8)
3,035,00201,027699,Danwal  (9)
3,035,00201,027700,Dostpur (10)
3,035,00201,027701,Pindi  Parolian (35)
3,035,00201,027702,Bamyal (37)
3,035,00201,027703,Manwal  Mangwal (31)
3,035,00201,027704,Muthi (33)
3,035,00201,027705,Ratarwan  (32)
3,035,00201,027706,Mirzapur (28)
3,035,00201,027707,Ram Kalwan (30)
3,035,00201,027708,Fatto Chak (29)
3,035,00201,027709,Kilpur (70)
3,035,00201,027710,Ghazi Barwan (40)
3,035,00201,027711,Anyal (36)
3,035,00201,027712,Adam Barwan (39)
3,035,00201,027713,Kanshi Barwan (38)
3,035,00201,027714,Khudaipur (47)
3,035,00201,027715,Jaitpur (48)
3,035,00201,027716,Hamza (49)
3,035,00201,027717,Madho Jainpur (46)
3,035,00201,027718,Bhagwal (44)
3,035,00201,027719,Basau Barwan (43)
3,035,00201,027720,Jainpur (42)
3,035,00201,027721,Kathana (41)
3,035,00201,027722,Charak (68)
3,035,00201,027723,Kolian (67)
3,035,00201,027724,Muradpur (53)
3,035,00201,027725,Datyal (52)
3,035,00201,027726,Sheikhupur  Majiri  (51)
3,035,00201,027727,Pharwal 45)
3,035,00201,027728,Paharipur (50)
3,035,00201,027729,Bharmal Jattan (121)
3,035,00201,027730,Chhani Gujjran (130)
3,035,00201,027731,Makhanpur (120)
3,035,00201,027732,Bharyal Harchanda (117)
3,035,00201,027733,Akhwara (119)
3,035,00201,027734,Chak Akhawara (56)
3,035,00201,027735,Koshalian (118)
3,035,00201,027736,Chak  Koshalian (57)
3,035,00201,027737,Sherpur (55)
3,035,00201,027738,Firoza (54)
3,035,00201,027739,Bhattian (59)
3,035,00201,027740,Shahpur Gopi (60)
3,035,00201,027741,Chak Gajju (58)
3,035,00201,027742,Gajju Jagir (113)
3,035,00201,027743,Gajju Khalsa (114)
3,035,00201,027744,Naurangpur (112)
3,035,00201,027745,Dalelpur (111)
3,035,00201,027746,Narainpur (108)
3,035,00201,027747,Baknaur (145)
3,035,00201,027748,Majra (137)
3,035,00201,027749,Ballawar (136)
3,035,00201,027750,Mukand Chak (139)
3,035,00201,027751,Raji (138)
3,035,00201,027752,Sheikhu Chak (143)
3,035,00201,027753,Gande Pindi (141)
3,035,00201,027754,Jogar (140)
3,035,00201,027755,Chela Chak (135)
3,035,00201,027756,Saharanpur (134)
3,035,00201,027757,Haibat Pindi  (142)
3,035,00201,027758,Khokhar Kotli (144)
3,035,00201,027759,Rakwal (115)
3,035,00201,027760,Taharpur (133)
3,035,00201,027761,Rajpur Rajputan (132)
3,035,00201,027762,Rajo Beli (116)
3,035,00201,027763,Adalatgarh (131)
3,035,00201,027764,Tash (129)
3,035,00201,027765,Zainpur Kukkar (125)
3,035,00201,027766,Mastgarh (128)
3,035,00201,027767,Kajley (127)
3,035,00201,027768,Ismailpur (126)
3,035,00201,027769,Shahpur (124)
3,035,00201,027770,Rajpur Jattan (122)
3,035,00201,027771,Lassian (123)
3,035,00201,027772,Jugial (CT)
3,035,00201,027773,Ghoh (CT)
3,035,00201,027774,Bungal (CT)
3,035,00201,027775,Daulatpur (CT)
3,035,00201,027776,Mamun (CT)
3,035,00201,027777,Dhaki (CT)
3,035,00201,027778,Manwal (CT)
3,035,00201,027779,Sarna (CT)
3,035,00201,027780,Malikpur (CT)
3,035,00201,027781,Tharial (CT)
3,035,00201,027782,Narot Mehra (CT)
3,035,00201,027783,Khanpur (OG) 
3,035,00201,027784,Lamin (OG)
3,035,00201,800143,Sujanpur (M Cl)
3,035,00201,800144,Pathankot (M Cl + OG)
3,035,00201,800144,Pathankot (M Cl)
3,035,00202,000000,Gurdaspur 
3,035,00202,027785,Bharial (10)
3,035,00202,027786,Rajpur Chib (9)
3,035,00202,027787,Kukar (11)
3,035,00202,027788,Mami Chak Ranga (12)
3,035,00202,027789,Toor (8)
3,035,00202,027790,Raji Beli (13)
3,035,00202,027791,Mamwal  (14)
3,035,00202,027792,Chak Ram Sahai (7)
3,035,00202,027793,Makaura (5)
3,035,00202,027794,Marara (2)
3,035,00202,027795,Doburji (1)
3,035,00202,027796,Bharath Qazi Chak (281)
3,035,00202,027797,Kaira (282)
3,035,00202,027798,Munnanwali (283)
3,035,00202,027799,Dodwan (279)
3,035,00202,027800,Pindi Rangran (270)
3,035,00202,027801,Bahmani (269)
3,035,00202,027802,Bala Pindi (280)
3,035,00202,027803,Aima (3)
3,035,00202,027804,Jhabkra (4)
3,035,00202,027805,Jogar (36)
3,035,00202,027806,Chitti (37)
3,035,00202,027807,Naurangpur (38)
3,035,00202,027808,Thathi (31)
3,035,00202,027809,Siri Rampur (30)
3,035,00202,027810,Jainpur (32)
3,035,00202,027811,Faridpur (35)
3,035,00202,027812,Kahna (34)
3,035,00202,027813,Ogra (33)
3,035,00202,027814,Maheshpur (6)
3,035,00202,027815,Mamka Khizarpur (15)
3,035,00202,027816,Nikka (16)
3,035,00202,027817,Majhwal (17)
3,035,00202,027818,Alowal (19)
3,035,00202,027819,Hassanpur (18)
3,035,00202,027820,Wazirpur Jattan (21)
3,035,00202,027821,Nithar (20)
3,035,00202,027822,Muradpur (24)
3,035,00202,027823,Lalu Chak (22)
3,035,00202,027824,Thakarpur (29)
3,035,00202,027825,Sandalpur (28)
3,035,00202,027826,Mirzapur (23)
3,035,00202,027827,Bahadurpur (25)
3,035,00202,027828,Salach (26)
3,035,00202,027829,Chauntra (52)
3,035,00202,027830,Mansura (51)
3,035,00202,027831,Shamsherpur (50)
3,035,00202,027832,Chakri (27)
3,035,00202,027833,Miani Malahan (44)
3,035,00202,027834,Naushera (43)
3,035,00202,027835,Gahlari (42)
3,035,00202,027836,Mughlani Chak (41)
3,035,00202,027837,Baupur Jattan (39)
3,035,00202,027838,Rasulpur (40)
3,035,00202,027839,Sultani (266)
3,035,00202,027840,Sandar (268)
3,035,00202,027841,Niwan Dhakala (267)
3,035,00202,027842,Wahla (265)
3,035,00202,027843,Nijabatpur (272)
3,035,00202,027844,Raipur (273)
3,035,00202,027845,Isapur (274)
3,035,00202,027846,Bathanwala (278)
3,035,00202,027847,Taruwal (277)
3,035,00202,027848,Ismailpur (276)
3,035,00202,027849,Kolian (307)
3,035,00202,027850,Udhipur (285)
3,035,00202,027851,Manj  (284)
3,035,00202,027852,Awankha (286)
3,035,00202,027853,Jhakhar Pindi (287)
3,035,00202,027854,Talwandi (288)
3,035,00202,027855,Deeda (289)
3,035,00202,027856,Doaba (294)
3,035,00202,027857,Haveli (293)
3,035,00202,027858,Mugrala (292)
3,035,00202,027859,Singowal (291)
3,035,00202,027860,Doburji (300)
3,035,00202,027861,Gwalia (301)
3,035,00202,027862,Bara (299)
3,035,00202,027863,Shahpur (298)
3,035,00202,027864,Dhamrai (297)
3,035,00202,027865,Samu Chak (296)
3,035,00202,027866,Akbarpur (295)
3,035,00202,027867,Tughial (698)
3,035,00202,027868,Ghesal (697)
3,035,00202,027869,Gopalia (699)
3,035,00202,027870,Kunda Lalowal (696)
3,035,00202,027871,Chechian (695)
3,035,00202,027872,Jharoli  (694)
3,035,00202,027873,Baheri (693)
3,035,00202,027874,Chaunta (692)
3,035,00202,027875,Sakandra (691)
3,035,00202,027876,Jandi (690)
3,035,00202,027877,Dhaki (689)
3,035,00202,027878,Ramwal (688)
3,035,00202,027879,Mirpur (686)
3,035,00202,027880,Naroba (687)
3,035,00202,027881,Fakkarpur (685)
3,035,00202,027882,Sidhpur (684)
3,035,00202,027883,Bianpur (683)
3,035,00202,027884,Lange (681)
3,035,00202,027885,Gulelra (682)
3,035,00202,027886,Katowal (680)
3,035,00202,027887,Habibpur (679)
3,035,00202,027888,Pachowal (678)
3,035,00202,027889,Rasulpur (677)
3,035,00202,027890,Maha Rajpur (676)
3,035,00202,027891,Sadana (675)
3,035,00202,027892,Chak Alia (674)
3,035,00202,027893,Bhatoya (673)
3,035,00202,027894,Maluk Mattu (670)
3,035,00202,027895,Jakria (302)
3,035,00202,027896,Jhande Chak (304)
3,035,00202,027897,Lohgarh (305)
3,035,00202,027898,Haripur (306)
3,035,00202,027899,Mirjanpur (308)
3,035,00202,027900,Daliya (309)
3,035,00202,027901,Chuhar Chak (310)
3,035,00202,027902,Malian (275)
3,035,00202,027903,Lodha Veran (254)
3,035,00202,027904,Niamta (255)
3,035,00202,027905,Khuda Dadpur (253)
3,035,00202,027906,Theh Mundian (257)
3,035,00202,027907,Machhrala (256)
3,035,00202,027908,Miani Jhabelian (258)
3,035,00202,027909,Passiyal (259)
3,035,00202,027910,Majithi (260)
3,035,00202,027911,Shamsherpur (261)
3,035,00202,027912,Uchha Dhakala (262)
3,035,00202,027913,Kathiali (264)
3,035,00202,027914,Behlolpur (186)
3,035,00202,027915,Khutha (185)
3,035,00202,027916,Khuthi (184)
3,035,00202,027917,Bugna (183)
3,035,00202,027918,Jiwan Chak (182)
3,035,00202,027919,Lodha (181)
3,035,00202,027920,Hakimpur (180)
3,035,00202,027921,Talwandi (179)
3,035,00202,027922,Bains (178)
3,035,00202,027923,Khushipur (177)
3,035,00202,027924,Madhepur (176)
3,035,00202,027925,Jandey (47)
3,035,00202,027926,Chak Raja (46)
3,035,00202,027927,Malook Chak (45)
3,035,00202,027928,Wazirpur Afganan (49)
3,035,00202,027929,Jhungian (54)
3,035,00202,027930,Admal (53)
3,035,00202,027931,Nadala (58)
3,035,00202,027932,Nangal Dala (61)
3,035,00202,027933,Chak Khagar (62)
3,035,00202,027934,Khagar (63)
3,035,00202,027935,Shahpur Afgana (59)
3,035,00202,027936,Thaman (60)
3,035,00202,027937,Thundi (57)
3,035,00202,027938,Islampur (55)
3,035,00202,027939,Sanghour (48)
3,035,00202,027940,Tajpur (56)
3,035,00202,027941,Dorangla (175)
3,035,00202,027942,Umarpur Kalan (173)
3,035,00202,027943,Qadianwali (172)
3,035,00202,027944,Dugri (170)
3,035,00202,027945,Adi (169)
3,035,00202,027946,Baupur Afganan (167)
3,035,00202,027947,Kalupur (168)
3,035,00202,027948,Behalpur (65)
3,035,00202,027949,Khogowal (64)
3,035,00202,027950,Gadi Khurd (70)
3,035,00202,027951,Sarangwal (71)
3,035,00202,027952,Kamalpur Jattan (73)
3,035,00202,027953,Bhawana (74)
3,035,00202,027954,Kukkar  (72)
3,035,00202,027955,Malomowan (68)
3,035,00202,027956,Gadi Kalan (69)
3,035,00202,027957,Chhod  (67)
3,035,00202,027958,Chaura (66)
3,035,00202,027959,Qila Nathu Singh (135)
3,035,00202,027960,Manepur (134)
3,035,00202,027961,Dehriwala (77)
3,035,00202,027962,Dostpur (76)
3,035,00202,027963,Fatehpur (75)
3,035,00202,027964,Shahur (78)
3,035,00202,027965,Bohar Wadala (79)
3,035,00202,027966,Chandu Wadala (84)
3,035,00202,027967,Chak Takhatpur (85)
3,035,00202,027968,Rose (94)
3,035,00202,027969,Pakiwan (96)
3,035,00202,027970,Passin (98)
3,035,00202,027971,Momanpur (99)
3,035,00202,027972,Mirakchana (100)
3,035,00202,027973,Rura (102)
3,035,00202,027974,Sirje Chak (90)
3,035,00202,027975,Alawalpur (101)
3,035,00202,027976,Lopa (95)
3,035,00202,027977,Khadar (91)
3,035,00202,027978,Naharpur (89)
3,035,00202,027979,Agwan (88)
3,035,00202,027980,Barila Kalan (92)
3,035,00202,027981,Balim (93)
3,035,00202,027982,Azampur (97)
3,035,00202,027983,Dhidowal (86)
3,035,00202,027984,Barila Khurd (87)
3,035,00202,027985,Ruliana (83)
3,035,00202,027986,Kalanaur (103)
3,035,00202,027987,Saleh Chak (82)
3,035,00202,027988,Chhohan (80)
3,035,00202,027989,Jiojulahi (81)
3,035,00202,027990,Kotla Mughian (128)
3,035,00202,027991,Bishankot (127)
3,035,00202,027992,Uppal (126)
3,035,00202,027993,Jogowal (125)
3,035,00202,027994,Sarai (104)
3,035,00202,027995,Dewal (106)
3,035,00202,027996,Pindi Saidan (105)
3,035,00202,027997,Panwan (122)
3,035,00202,027998,Pairowal (107)
3,035,00202,027999,Hakimpur (108)
3,035,00202,028000,Bhangwan (109)
3,035,00202,028001,Kot Mian Sahib (110)
3,035,00202,028002,Dalelpur (111)
3,035,00202,028003,Rasulpur (112)
3,035,00202,028004,Khushipur (113)
3,035,00202,028005,Masat Kot (114)
3,035,00202,028006,Aujla (115)
3,035,00202,028007,Bhadwan (116)
3,035,00202,028008,Wadala Bangar (117)
3,035,00202,028009,Shahpur (119)
3,035,00202,028010,Amargarh (118)
3,035,00202,028011,Nano Harni (120)
3,035,00202,028012,Bhadal (121)
3,035,00202,028013,Qazipur (144)
3,035,00202,028014,Bakhatpur (145)
3,035,00202,028015,Buche Nangal (143)
3,035,00202,028016,Lakhan Kalan (123)
3,035,00202,028017,Lakhan Khurd (124)
3,035,00202,028018,Kamalpur (130)
3,035,00202,028019,Naranwali (131)
3,035,00202,028020,Chikri (129) 
3,035,00202,028021,Gosal (132)
3,035,00202,028022,Manj (133)
3,035,00202,028023, Talwandi Raja Dina Nath (136)
3,035,00202,028024,Mahal (137)
3,035,00202,028025,Bakhshiwala (138)
3,035,00202,028026,Sangatpur (139)
3,035,00202,028027,Maur (140)
3,035,00202,028028,Saprai (141)
3,035,00202,028029,Sheikh Kabir  (142)
3,035,00202,028030,Kotla (146)
3,035,00202,028031,Chak Nurowali (147)
3,035,00202,028032,Awan (148)
3,035,00202,028033,Nurowali (149)
3,035,00202,028034,Attari (150)
3,035,00202,028035,Bhakhariwal (151)
3,035,00202,028036,Khera Kotli (152)
3,035,00202,028037,Boparai  (220)
3,035,00202,028038,Gunian (222)
3,035,00202,028039,Alowal (397)
3,035,00202,028040,Jogowal (398)
3,035,00202,028041,Chhotepur (399)
3,035,00202,028042,Chak Baroia (400)
3,035,00202,028043,Kot Santokh Rai (401)
3,035,00202,028044,Theh Tikha (402)
3,035,00202,028045,Chak Depewal (403)
3,035,00202,028046,Devidaspur (407)
3,035,00202,028047,Bal (404)
3,035,00202,028048,Kaler Kalan (408)
3,035,00202,028049,Laluwal (409)
3,035,00202,028050,Sahari  (412)
3,035,00202,028051,Machhana (413)
3,035,00202,028052,Dula Nangal (415)
3,035,00202,028053,Bhoj Raj (414)
3,035,00202,028054,Urgo Khera (417)
3,035,00202,028055,Kala Goray (418)
3,035,00202,028056,Athwal (419)
3,035,00202,028057,Mustfapur (427)
3,035,00202,028058,Daduwala (428)
3,035,00202,028059,Malianwala (429)
3,035,00202,028060,Khanowala (430)
3,035,00202,028061,Shakri (432)
3,035,00202,028062,Gajju Gazi (436)
3,035,00202,028063,Mandahar (434)
3,035,00202,028064,Bhekhowali (435)
